Sat Feb  4 04:27:31 2023    ../../results/profiler/profiler.pstats

         362061277 function calls (361016368 primitive calls) in 206.539 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.107    0.036 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_subplots.py:14(__init__)
        3    0.000    0.000    0.002    0.001 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_subplots.py:58(set_subplotspec)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/figure.py:72(<genexpr>)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/figure.py:71(_entry_from_axes)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/figure.py:78(bubble)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/figure.py:84(add)
       21    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/figure.py:100(__call__)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/figure.py:112(__contains__)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/figure.py:121(__init__)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/figure.py:155(update)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/figure.py:186(__init__)
       12    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/figure.py:230(<genexpr>)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/figure.py:231(<lambda>)
        6    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/figure.py:218(_get_draw_artists)
        9    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/figure.py:293(get_children)
        3    0.000    0.000    0.107    0.036 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/figure.py:646(add_subplot)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/figure.py:776(_add_axes_internal)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/figure.py:1481(sca)
       15    0.000    0.000    0.107    0.007 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/figure.py:1487(gca)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/figure.py:1552(_process_projection_requirements)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/figure.py:1591(<listcomp>)
        3    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/figure.py:1590(get_default_bbox_extra_artists)
        3    0.001    0.000    0.002    0.001 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/figure.py:1646(<listcomp>)
        3    0.002    0.001    0.925    0.308 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/figure.py:1598(get_tightbbox)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/figure.py:1928(_set_artist_props)
        3    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_axes.py:93(set_title)
        4    0.000    0.000    0.020    0.005 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_axes.py:186(legend)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_axes.py:309(_remove_legend)
      110    0.001    0.000    0.027    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_axes.py:664(annotate)
      110    0.001    0.000    0.104    0.001 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_axes.py:1388(plot)
       22    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_axes.py:2162(<listcomp>)
       22    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_axes.py:2119(_convert_dx)
       11    0.002    0.000    0.141    0.013 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_axes.py:2171(bar)
      110    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_axes.py:2601(sign)
       11    0.003    0.000    0.039    0.004 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_axes.py:2555(bar_label)
     8884    0.012    0.000    0.046    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/units.py:56(_is_natively_supported)
  514/257    0.003    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/units.py:181(get_converter)
        4    0.000    0.000    0.019    0.005 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend.py:296(__init__)
       24    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend.py:560(_set_artist_props)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend.py:571(_set_loc)
       42    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend.py:580(_get_loc)
       14    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend.py:585(_findoffset)
       10    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend.py:655(get_default_handler_map)
        4    0.000    0.000    0.077    0.019 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend.py:602(draw)
      130    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend.py:690(get_legend_handler)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend.py:676(get_legend_handler_map)
        4    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend.py:801(<listcomp>)
        4    0.000    0.000    0.016    0.004 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend.py:716(_init_legend_box)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend.py:863(get_children)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend.py:867(get_frame)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend.py:873(<listcomp>)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend.py:871(get_lines)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend.py:878(<listcomp>)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend.py:875(get_patches)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend.py:881(get_texts)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend.py:885(set_title)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend.py:903(get_title)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend.py:907(get_window_extent)
        6    0.000    0.000    0.026    0.004 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend.py:913(get_tightbbox)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend.py:917(get_frame_on)
       16    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend.py:934(get_bbox_to_anchor)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend.py:941(set_bbox_to_anchor)
       14    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend.py:985(_get_anchored_bbox)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend.py:1090(get_draggable)
      202    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend.py:1106(<genexpr>)
      112    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend.py:1097(_get_legend_handles)
        2    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend.py:1131(_get_legend_handles_labels)
        4    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend.py:1147(_parse_legend_args)
       76    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:43(bbox_artist)
      184    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:101(<listcomp>)
      184    0.001    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:48(_get_packed_offsets)
      600    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:163(<genexpr>)
      558    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:168(<genexpr>)
      558    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:169(<genexpr>)
      170    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:171(<listcomp>)
       14    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:180(<listcomp>)
      184    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:133(_get_aligned_offsets)
       76    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:194(__init__)
     76/4    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:204(set_figure)
   152/80    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:216(axes)
       32    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:257(set_offset)
       42    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:275(get_offset)
      216    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:318(<listcomp>)
      216    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:316(get_visible_children)
      228    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:320(get_children)
   142/38    0.000    0.000    0.056    0.001 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:343(get_extent)
       12    0.000    0.000    0.049    0.004 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:348(get_window_extent)
     32/4    0.001    0.000    0.051    0.013 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:354(draw)
       32    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:373(__init__)
    36/22    0.000    0.000    0.063    0.003 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:436(<listcomp>)
       36    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:438(<listcomp>)
       36    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:440(<listcomp>)
       36    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:445(<listcomp>)
       36    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:449(<listcomp>)
    38/24    0.001    0.000    0.064    0.003 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:425(get_extent_offsets)
   148/58    0.000    0.000    0.058    0.001 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:472(<listcomp>)
      148    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:478(<listcomp>)
      148    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:483(<listcomp>)
      148    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:488(<listcomp>)
   148/58    0.003    0.000    0.062    0.001 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:466(get_extent_offsets)
       20    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:579(__init__)
       40    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:613(get_transform)
       20    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:624(set_offset)
      130    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:649(get_extent)
       20    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:655(add_artist)
       20    0.000    0.000    0.010    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:666(draw)
       11    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/container.py:17(__new__)
       24    0.000    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:699(__init__)
       24    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:784(set_offset)
      144    0.002    0.000    0.056    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:808(get_extent)
       24    0.000    0.000    0.015    0.001 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:836(draw)
       11    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/container.py:20(__init__)
       14    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/offsetbox.py:1140(_get_anchored_bbox)
       10    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/container.py:34(<listcomp>)
       10    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/container.py:33(get_children)
       10    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend_handler.py:41(update_from_first_child)
       20    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend_handler.py:67(_update_prop)
       11    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/container.py:69(__init__)
       20    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend_handler.py:76(update_prop)
       10    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend_handler.py:73(_default_update_prop)
       20    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend_handler.py:84(adjust_drawing_area)
       20    0.000    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend_handler.py:93(legend_artist)
       20    0.000    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend_handler.py:358(_create_patch)
       20    0.000    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/legend_handler.py:369(create_artists)
    45/27    0.000    0.000    0.060    0.002 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:74(wrapper)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:223(__init__)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:236(set_prop_cycle)
      110    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:254(<listcomp>)
      220    0.001    0.000    0.042    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:242(__call__)
      220    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:328(<genexpr>)
      110    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:320(_getdefaults)
      110    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:338(_setdefaults)
      110    0.001    0.000    0.026    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:347(_makeline)
      330    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:458(<genexpr>)
      220    0.000    0.000    0.027    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:531(<genexpr>)
      110    0.000    0.000    0.027    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:538(<listcomp>)
      110    0.002    0.000    0.038    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:406(_plot_args)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:611(<dictcomp>)
        3    0.000    0.000    0.105    0.035 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:553(__init__)
       42    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:724(get_window_extent)
        3    0.000    0.000    0.032    0.011 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:741(_init_axis)
        3    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:751(set_figure)
     1548    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:769(<genexpr>)
      387    0.002    0.000    0.007    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:768(<dictcomp>)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:776(<dictcomp>)
  387/375    0.001    0.000    0.013    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:765(_unstale_viewLim)
  381/369    0.001    0.000    0.014    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:779(viewLim)
      121    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:788(<dictcomp>)
      121    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:786(_request_autoscale_view)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:803(_set_lim_and_transforms)
  303/165    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:839(get_xaxis_transform)
       33    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:863(get_xaxis_text1_transform)
       33    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:889(get_xaxis_text2_transform)
  294/160    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:915(get_yaxis_transform)
       32    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:939(get_yaxis_text1_transform)
       32    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:965(get_yaxis_text2_transform)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:991(_update_transScale)
    18/15    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:1003(get_position)
       18    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:1055(_set_position)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:1082(set_axes_locator)
       24    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:1093(get_axes_locator)
      339    0.001    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:1099(_set_artist_props)
        3    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:1109(_gen_axes_patch)
       15    0.000    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:1141(<genexpr>)
        3    0.000    0.000    0.004    0.001 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:1126(_gen_axes_spines)
        3    0.000    0.000    0.064    0.021 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:1182(cla)
        6    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:1493(_set_title_offset_trans)
       15    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:1579(get_aspect)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:1735(set_box_aspect)
       15    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:1847(apply_aspect)
      330    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:2170(_deprecate_noninstance)
      110    0.001    0.000    0.059    0.001 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:2274(add_line)
      110    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:2291(_add_text)
      110    0.001    0.000    0.032    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:2302(_update_line_limits)
      110    0.001    0.000    0.105    0.001 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/axes/_base.py:2350(add_patch)
